tweet_id,timestamp,source,text,rating_denominator,name,dog_stage_ext,expanded_urls_ext,numerator_rating_ext,jpg_url,img_num,breed,confidence_level,retweet_count,favorite_count,lower_text_range,upper_text_range,year,month_number,day_number,hour_number,hour,rating
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,10.0,Koda,,https://twitter.com/dog_rates/status/890006608113172480,13.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,7544,31046,0,130,2017,7,2,0,12:00 AM,1.3
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,10.0,Bruno,,https://twitter.com/dog_rates/status/889880896479866881,13.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French Bulldog,0.377417,5097,28152,0,107,2017,7,1,16,04:00 PM,1.3
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,10.0,,puppo,https://twitter.com/dog_rates/status/889665388333682689,13.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,8469,38640,0,106,2017,7,1,1,01:00 AM,1.3
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,10.0,Ted,,https://twitter.com/dog_rates/status/889638837579907072,12.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French Bulldog,0.99165,4680,27559,0,91,2017,7,1,0,12:00 AM,1.2
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,10.0,Stuart,puppo,https://twitter.com/dog_rates/status/889531135344209921,13.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,Golden Retriever,0.953442,2298,15307,0,118,2017,7,0,17,05:00 PM,1.3
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,10.0,Oliver,,https://twitter.com/dog_rates/status/889278841981685760,13.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.626152,5607,25650,0,138,2017,7,0,0,12:00 AM,1.3
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,10.0,Jim,,https://twitter.com/dog_rates/status/888917238123831296,12.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden Retriever,0.714719,4654,29506,0,86,2017,7,6,0,12:00 AM,1.2
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,10.0,Zeke,,https://twitter.com/dog_rates/status/888804989199671297,13.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,Golden Retriever,0.46976,4511,25964,0,128,2017,7,5,16,04:00 PM,1.3
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,10.0,Ralphus,,https://twitter.com/dog_rates/status/888554962724278272,13.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian Husky,0.700377,3705,20226,0,87,2017,7,5,0,12:00 AM,1.3
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,10.0,Gerald,,https://twitter.com/dog_rates/status/888078434458587136,12.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French Bulldog,0.995026,3617,22102,0,127,2017,7,3,16,04:00 PM,1.2
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,10.0,Jeffrey,,https://twitter.com/dog_rates/status/887705289381826560,13.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.821664,5562,30631,0,127,2017,7,2,16,04:00 PM,1.3
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,10.0,such,,https://twitter.com/dog_rates/status/887517139158093824,14.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,,,12009,46827,0,108,2017,7,2,3,03:00 AM,1.4
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,10.0,Canela,,https://twitter.com/dog_rates/status/887473957103951883,13.0,,,,,18716,69854,0,99,2017,7,2,0,12:00 AM,1.3
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,10.0,,,https://twitter.com/dog_rates/status/887343217045368832,13.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican Hairless,0.330741,10676,34145,0,88,2017,7,1,16,04:00 PM,1.3
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,10.0,,,https://twitter.com/dog_rates/status/887101392804085760,12.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,6125,30987,0,129,2017,7,1,0,12:00 AM,1.2
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,10.0,Maya,,https://twitter.com/dog_rates/status/886983233522544640,13.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,8002,35698,0,101,2017,7,0,16,04:00 PM,1.3
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",10.0,Mingus,pupper,https://twitter.com/dog_rates/status/886736880519319552,13.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.309706,3401,12255,0,121,2017,7,6,23,11:00 PM,1.3
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,10.0,Derek,,https://twitter.com/dog_rates/status/886680336477933568,13.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,,,4585,22755,0,71,2017,7,6,20,08:00 PM,1.3
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,10.0,Roscoe,pupper,https://twitter.com/dog_rates/status/886366144734445568,12.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French Bulldog,0.999201,3279,21441,0,131,2017,7,5,23,11:00 PM,1.2
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,10.0,Waffles,,https://twitter.com/dog_rates/status/886258384151887873,13.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,Pug,0.943575,6480,28383,0,94,2017,7,5,16,04:00 PM,1.3
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,10.0,Jimbo,,https://twitter.com/dog_rates/status/885984800019947520,12.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim Spaniel,0.972494,7016,33223,0,140,2017,7,4,22,10:00 PM,1.2
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,10.0,Maisey,,https://twitter.com/dog_rates/status/885528943205470208,13.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.369275,6620,36526,0,109,2017,7,3,15,03:00 PM,1.3
885518971528720385,2017-07-13 15:19:09+00:00,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,10.0,,,https://twitter.com/dog_rates/status/885518971528720385,14.0,,,,,3867,20699,0,47,2017,7,3,15,03:00 PM,1.4
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,10.0,,,https://twitter.com/dog_rates/status/885167619883638784,13.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.8124819999999999,4510,22256,0,134,2017,7,2,16,04:00 PM,1.3
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",10.0,Earl,,https://twitter.com/dog_rates/status/884925521741709313,12.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian Greyhound,0.259916,19090,78732,0,93,2017,7,2,0,12:00 AM,1.2
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,10.0,Lola,,https://twitter.com/dog_rates/status/884876753390489601,13.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,Chow,0.822103,6024,28362,0,118,2017,7,1,20,08:00 PM,1.3
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,10.0,Kevin,,https://twitter.com/dog_rates/status/884562892145688576,13.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464060000000001,5066,24670,0,66,2017,7,1,0,12:00 AM,1.3
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",10.0,,pupper,https://twitter.com/dog_rates/status/884441805382717440,14.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,5818,27375,0,136,2017,7,0,15,03:00 PM,1.4
884247878851493888,2017-07-10 03:08:17+00:00,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,10.0,,,https://twitter.com/dog_rates/status/884247878851493888,13.0,,,,,21040,74034,0,104,2017,7,0,3,03:00 AM,1.3
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,10.0,Yogi,doggo,https://twitter.com/dog_rates/status/884162670584377345,12.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German Shepherd,0.707046,3089,20691,0,140,2017,7,6,21,09:00 PM,1.2
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,10.0,Noah,pupper,https://twitter.com/dog_rates/status/883838122936631299,12.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,3546,22217,0,137,2017,7,6,0,12:00 AM,1.2
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",10.0,Bella,,https://twitter.com/dog_rates/status/883482846933004288,13.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden Retriever,0.943082,10306,46629,0,112,2017,7,5,0,12:00 AM,1.35
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,10.0,Grizzwald,floofer,https://twitter.com/dog_rates/status/883360690899218434,13.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,Chow,0.987997,3787,22865,0,139,2017,7,4,16,04:00 PM,1.3
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",10.0,,,https://twitter.com/dog_rates/status/883117836046086144,13.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden Retriever,0.949562,6879,37739,0,111,2017,7,4,0,12:00 AM,1.3
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,10.0,Rusty,,https://twitter.com/dog_rates/status/882992080364220416,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo Dog,0.4667779999999999,4071,24320,0,108,2017,7,3,15,03:00 PM,1.3
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,10.0,Gus,pupper,https://twitter.com/dog_rates/status/882762694511734784,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador Retriever,0.85005,5069,28751,0,114,2017,7,3,0,12:00 AM,1.2
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,10.0,Stanley,,https://twitter.com/dog_rates/status/882627270321602560,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,6278,28293,0,136,2017,7,2,15,03:00 PM,1.3
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,10.0,Alfy,,https://twitter.com/dog_rates/status/882268110199369728,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden Retriever,0.762211,11971,45656,0,114,2017,7,1,16,04:00 PM,1.3
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",10.0,Koko,,https://twitter.com/dog_rates/status/882045870035918850,13.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,Golden Retriever,0.00694063,5144,29779,0,133,2017,7,1,1,01:00 AM,1.3
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,10.0,Rey,,https://twitter.com/dog_rates/status/881906580714921986,12.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,3506,24664,0,67,2017,7,0,16,04:00 PM,1.2
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,10.0,Gary,,https://twitter.com/dog_rates/status/881666595344535552,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,10996,51291,0,115,2017,7,0,0,12:00 AM,1.3
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",10.0,,pupper,https://twitter.com/dog_rates/status/881536004380872706,14.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,16507,50189,0,130,2017,7,6,15,03:00 PM,1.4
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,10.0,Elliot,pupper,https://twitter.com/dog_rates/status/881268444196462592,12.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,,,5315,23409,0,138,2017,7,5,21,09:00 PM,1.2
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,10.0,Louis,,https://twitter.com/dog_rates/status/880935762899988482,13.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,,,2863,17248,0,72,2017,6,4,23,11:00 PM,1.3
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,10.0,,,https://twitter.com/dog_rates/status/880872448815771648,12.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,3940,21631,0,137,2017,6,4,19,07:00 PM,1.2
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,10.0,Bella,,https://twitter.com/dog_rates/status/880465832366813184,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,Golden Retriever,0.913255,6468,28923,0,114,2017,6,3,16,04:00 PM,1.2
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,10.0,Jesse,,https://twitter.com/dog_rates/status/880221127280381952,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,4380,27500,0,108,2017,6,3,0,12:00 AM,1.2
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,10.0,,,https://twitter.com/dog_rates/status/880095782870896641,11.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,Miniature Pinscher,0.120298,4487,28020,0,129,2017,6,2,16,04:00 PM,1.1
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,10.0,Romeo,,https://twitter.com/dog_rates/status/879862464715927552,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,Basset,0.813507,3610,22588,0,91,2017,6,2,0,12:00 AM,1.3
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,10.0,Bailey,,https://twitter.com/dog_rates/status/879492040517615616,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German Short-Haired Pointer,0.479896,3289,23731,0,90,2017,6,1,0,12:00 AM,1.2
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,10.0,Duddles,,https://twitter.com/dog_rates/status/879415818425184262,13.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English Springer,0.383404,45544,107548,0,82,2017,6,0,19,07:00 PM,1.3
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,10.0,Jack,,https://twitter.com/dog_rates/status/879376492567855104,12.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,Labrador Retriever,0.0334961,3226,17021,0,125,2017,6,0,16,04:00 PM,1.2
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,10.0,Steven,,https://twitter.com/dog_rates/status/879050749262655488,11.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,,,4874,22927,0,132,2017,6,6,18,06:00 PM,1.1
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,10.0,Beau,,https://twitter.com/dog_rates/status/879008229531029506,13.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,Vizsla,0.960513,2787,19230,0,94,2017,6,6,16,04:00 PM,1.3
